,username,full_text
509,fq_alghifari,Maaf mas program kami pindah ke IKN Bkn yg lain
510,budakospek,10 belum lg blio ini melanjutkan IKN yg sumber dananya APBN yg terkonfirmasi investor info blm valid program desa 5M hilirisasi dll pajak akan naik mungkin subsidi berkurang pajak naik siapa coba yg berani invest di program yg skemanya blm jelas
511,DolceLatteCihuy,Makan gratis da banyak klarifikasinya sekarang IKN hanya untuk kalangan tertentu BTW inget ada program pak prabie untuk menyejahterakan pejabat sorry ye
512,selamatsuks,Gapapa kok kalo mau berganti program unggulan Diskusikan dengan staff ahlimu gak usah malu Gunakanlah prinsip demokrasi tersebut daripada melukai APBN Pun dengan IKN kalo mau ditinjau ulang ya monggo saya dukung kalo memang b2b
513,toe_giman,Itu programnya 01 menahan pembangunan ikn memperbaiki sarana dan prasarana yg rusak sementara 02 hanya meneruskan program pakde jd klo pakde blm instruksikan itu jalan diperbaiki syulit rasanya terwujud
514,BH4RATA_JA,Perubahan yg tidak meyakinkan Mencla mencle Program mengada ada Masak bbm gratis uang dari mana Bangun 40kota Sulit di terima akal sehat Dan IKN Mau di batalkan Itu yg gua gak suka
515,Shankagami,Yg ikut kontestasi prabowo gibran ngapain bawa kinerja jokowi Yah kinerja prabowo gibran dong Trs Mau berlanjut Emang jokowi ada program makan siang gratis subsidi mau dipangkas pajak mau dinaikkan Program yg mau dilanjutkan yah paling pembangunan IKN yg ngak bgt urgent
516,winterbellesss,hadeh pdhl susu dan maksi gratis program yg di gembor2 kan selain ikn gmna deh
517,ahreumdau,Maaf yang maksud saya dicicil tuh program makan gratis Bukan IKN
518,beomkookie_,Pajak naik program makan gratis aja dari pangkas subsidi BBM belum lagi 13 kota baru RS modern tiap kota 300 FK baru IKN Apalagi deh gue lupa programnya duit semua
519,pixie_du5ty,Ya ampun Pak gimana ceritanya bapak milih bukan karena proker Proker makan siang gratis ini diambil dari APBN lo Pak bahkan TPN PraGib berencana mau motong subsidi BBM dan LPG proker makan siang ini bahkan dananya udah setara kayak ngebangun IKN ini program besar 02
520,Jerukni01528287,Nalarnya gimana ya Kan yg menyusun APBN 2025 masih Bu SMI Apa iya sekelas Bu SMI Jorjoran buat program kek gitu IKN aja multiyears itupun 466 T
521,yudyapra,Program 02 yg bahaya bagi sektor lain makan gratis bansos 20 IKN Food Estate Yg bilang alutsista kita bakal lebih kuat dipimpin pak prabowo mohon untuk mengawal sektor ini
522,robby_rodiyya,Bagus Program cuma 2 juta penduduk di ikn ini perlu didukung oleh program depopulasi nasional
523,namtaeby,this thread is proving kalo para investor itu sedari awal udah dikasih arah siapa yang menang sampe IHSG langsung ngerespon positif hingga 2 apalagi saham perusahaan yang berkaitan dengan 02 dan program IKN mereka juga mostly naik dan nguasai IHSG setelah hasil quick count
524,fendysatyah,sangat gak nyambung dengan program berkelanjutan dari jokowi yg pengen pemerataan ekonomi dengan dibangunnya IKN
525,ArthaArtha15,Partai pendukung 01 amp 03 memiliki hampir 50 kursi di DPR begitu juga 02 jadi semua program amp anggaran yg di ajukan 02 harus mendapatkan persetujuan partai pendukung 01 amp 03 jika 01 menolak ikn amp 03 meminta kaji ulang 02 bisa apa masih bisa tertawa
526,Jirolup4t,mas wapres ada program transmigrasi ke IKN gak aku melok
527,yshmne___,Dikasih program kesejahteraaan yg mengedepankan pembangunan faskes pendidikan dan transportasi umum ditolak Giliran IKN dibela matimatian yg endingnya cuma utk menyenangkan 2 juta orang aja wkwk Itu pun gue yakin banyakan kelas menengah atas
528,Ali_Sopan,Jadi biaya IKN dan biaya makan gratis itu hampir sama Pertanyaannya IKN aja nyari2 investorhutang lalu program makan gratis duit dari mana Dgn akan dipangkas subsidi dan kenaikan pajak sdh menjawab pertanyaan Pertanyaan berikutnya sdh dihitung brp kenaikan bbm dan pajak
529,onetchannel,Kamu yg ga suka Cari tau dulu Itu emang ga masuk ke program anies Tp IKN itu udah masuk UU Dan siapapun yg jd presiden nanti HARUS mematuhi UU masa gt aja ga paham
530,Andre14028820,Emang bukan satu2 nya sih program makan gratis dari Prabowomasih banyak program2 gak masuk akal lain nyaseperti bagi2 ribuan rumah di setiap desa di seluruh Indonesia melanjutkan IKN food estate yg gagal di lanjutkan karena menguntungkan buat perusahaan diaapa lagi ya
531,rasyidahst716,Beredar di Tktok bahwa bapak akan menjabat sebagai Menteri Pertahanan mohon tanggapan terkait scene simpons dibawah ini pak Inikah kelanjutan Dr program IKN Pak jokowi yg akan pak Prabowo lanjutkan IKN menjadi Singapore
532,zephyrbricks,Waw Gara2 1 org bayi kurang gizi anda tuduhkan semua program gagal Bagaimana dg Jokowi Seorang bapak di NTT robek perutnya sendiri karena tidak bs kasih makan anaknya sementara Jokowi dg bangganya bangun IKN dg megahnya Belum disisi Indonesia yg lain yg tidak merata
533,dhee_dood,Silent majority ALL IN teruskan program pak Jokoi apapun yang terjadi teteup berpegang teguh thd makan susu gratis dan bansos anti ngeluh walau semua mahal tetap bersatu maju bersama IKN
534,dionysup,Palingan jawab Tapi ga nyambung ditanya program tentang apa nanti jawabnya tapi IKN dilibatkan kan Apa hubungannya
535,y_moane,Dg pola yg sama mobil esemka Ikn tahun 2029 mau melanjutkan program makan siang
536,ryandizulfikar,Program makan siang dan susu gratis bakal dijalankan Ditambah IKN juga bakal terus jalan Kebayang kali ya berapa dana yg harus dikeluarin Otomatis harus ada yg dikorbanin kan buat merealisasikan itu semua
537,runnychan,Tau gasih bu demi berjalannya program makan siang gratis dan IKN nanti anggarannya akan diambil sebagian dari kenaikan pajak dan penghapusan subsidi bbm Ibu kebayang ga kalau pertalite udah nggak ada otomatis harga bahan pokok naik Skrg aja
538,soxoson,Nah itu loh tau dan sadar pasti masih ada kota2 tertinggal yang perlu dimajuin tapi lu malah lebih pilih paslon lain yang bahkan gak ada program pembangunan ke daerah2 lain kayak 02 yang cuma fokus di Ikn
539,mialilcourner,Mendingnya dimanaaaa Bangun IKN segitu aja lu udah demo tapi program pengembangan 40 kota yg bisa abisin belasan ribu trilliun lu dukung Gila bener idealisme sama standar ganda ini orang
540,mialilcourner,Pembangunan IKN aja udah di hina abisan sama orang lu nanyain urgensinya apaan Terus ini malah mau bikin program 40 kota setara Jakarta yg dananya bisa abisin berlipat dari itu program yg lu pertanyakan
541,zzinkum,Kl kalian menyebut program makan siang gratis itu ga masuk akal lebih ga masuk akal lagi bangun 40 kota se level jakarta ikn aja bangunnya lama ampe bertahun apalagi 40 kota Real omong kosong
542,koojuneyky,Lho kan melanjutkan wkwk Lagian seposthink apasih lu program wowo big modal semua lo pikir gabakal mangkas uang bbm pendidikan dan kesehatan Bayangin makansiang gratis bikin 300 FK baru lanjtin IKN dll you think uangnya pake daun Ya pastilah ngambil dana apbn sektor lain
543,esdawetd,pertanyaan dr saya mas saat banyak program secomplex ini dibarengi itu ada berapa uang negara yang perlu dijadikan modal kita ngomongin IKN dan lain2 juga ya walau kata mas pun bertahap tapi tentu kalau anggaran harus disiapkan dengan mindset hingga program rampung
544,cuankikomplit,klo inimah ibukota bukan pindah ke IKN tapi ke Bali program makan duren gratis
545,dyo_uchi,Kalau subsidi energi kebutuhan berkurang artinya itu merupakan penghematan APBN yang mana kemudian penghematan kan bisa dipakai untuk membiayai program yang lain ujarnya Itu maksud saya bukan memangkas subsidi BBM untuk makan siang gratis Program lain tuh apa IKN
546,greenicca,artinya program makan siang gratis itu akan di realisasikan setelah pembangunan ikn selesai
547,bambapril,yuuk jangan sampe merana sakit hati slama 5 tahun rubahlah dgn menerima kenyataan bahwa Rakyat NKRI masih mencintai Jokowi dgn Program Pro Rakyatnya yg akan dilanjutkan Prabowo Gibran gt Alhamdulillah Program IKN akan berlanjut menjadi simbul negara menuju INDONESIA EMAS
548,greenicca,just in case ya program ikn akan di lanjutkan paslon 02 jika mereka menang program ini membutuhkan biaya setara pembangunan ikn selamat berpusing ria deh kalau pajak di naikkan lebih tinggi
549,ChandraSbstian,Jika biaya pembangunan IKN 466T sedangkan program makan siang 450T pertahun maka kita bisa saja punya 5 kota sekelas IKN dalam 1 periode
550,appletomdr,Namanya pembangunan infrastruktur ada wujud yang harus dibangun wajar memerlukan waktu sudah dijelaskan juga anggaran diambil dari dana ikn gak bisa disamakan program makan siang gratis serentak pun bisa yg jadi masalah kan anggaran sekarang bingung kan nyarinya gimana
551,Ilystar2,Paling masuk akal tp dgn resiko buang anggaran yg terlampau gede ya mbak Program kuliah gratis makan siang gratis 3jt rumah gratis ikn 1525jt sapi impor buat susu anak 10000 beasiswa luar negeri 300 dokter baru amp kuliah dokter gratis Kira brpa pajak naik amp
552,akubolehjujurga,gue gatau lagi dah sama kaum sebelah food estate suruh cepet ikn suruh cepet skrg program ini pun suruh cepet kalian ngapa sih gabisa sabar dulu
553,aymluckyy,Bagus sih bagus tapi liat juga dong kondisi dan prioritasnya Makan gratis iya cuma utk pelajar SDSMA IKN pasti iya Giant Sea Wall mungkin iya programprogram dengan dana masif dan dari APBN semua Terus janjinya ada naikkin gaji ASN dan sebagainya masuk akal ga
554,AryaZulvikar,APBN kita sudah defisit parah pemerintah menghibur diri Tp masyarakat yg tanggung bebannya Klo kata Bu Connie pa Prabowo akan menambah utang dgn jumlah besar LG di nafsu IKN amp program makan siang Pendapatan negara jg sudah keok dikorupsi
555,wordofjuly,Masalahnya menurut narasi yg beredar ya pemotongan subsidi bbm tsb akan dialokasikan ke program makan gratis Bukan utk membangun kota masing2 Ini yg dimaksud pak anies tunda IKN Kembangkan kota yg ada Agar semua org punya akses yg sama di segala aspek
556,inimustikus,IKN aja prosesnya bertahuntahun nggak sim salabim jadi PTSL 126juta bidang tanah juga nggak sim salabim jadi program pemerintah SKALA BESAR mana yang langsung realisasi 100 DARI TARGET di hari pertama atau tahun pertama pelaksanaannya
557,AbangnyaPatrick,Program 02 lebih jelas MelanjutkanProgram anis apa Mau perubahan tapi IKN akan dilanjutkankdang bilang di stopBBM GRATIS ini bbm gratis gimana cara nya Anis Lebih masuk akal mkan siang grtis bgi anak SD dripada BBM gratis Itulah 01Lebih fokus nyerang drpd lihat dr sndri
558,inimustikus,IKN aja prosesnya bertahuntahun nggak sim salabim jadi PTSL 126juta bidang tanah juga nggak sim salabim jadi program pemerintah SKALA BESAR mana yang langsung realisasi 100 DARI TARGET di hari pertama atau tahun pertama pelaksanaannya
559,inimustikus,IKN aja prosesnya bertahuntahun nggak sim salabim jadi PTSL 126juta bidang tanah juga nggak sim salabim jadi program pemerintah SKALA BESAR mana yang langsung realisasi 100 DARI TARGET di hari pertama atau tahun pertama pelaksanaannya
560,uiiyuii,Liat yg share APBN 2024 Kesehatan paling kecil Dana yg dibutuhin buat program makan siang tuh besar jd pasti bakal ada trade off Dana yg dibutuhin hampir setara untuk IKN dan lebih besar dari infrastruktur Yg jd pertanyaan layakkah trade off utk program makan siang
561,emeraldberylium,karena dia cerdas yg bilang bodoh itu sebenernya org2 yg aslinya bodoh tp insecure aja haha gue sendiri cumlaude dan pilih 02 ada banyak yg bisa diliat dari aspek keberlanjutan investoratas IKN pertumbuhan ekonomi krn program makan siang gratis program hilirisasi
562,Roy_aja01,Masalahnya mungkin program makan gratis bukan visimisi prioritas hanya jargon utk merebut simpati saja Utk 5thn kedepan sepertinya pembangunan IKN akan jadi program utama prioritas VVIP Gak sampe tantrum pun kami paham itu
563,wolfjaehyun,gw dari dulu emg gak setuju sm IKN soalnya ini program beneran matiin hutan populasi hewan blm lagi jadi ladang invest pertambangan pasti bakal banyak warga setempat yang berdampak jg sama ini Tp banyak orang sana yg pro IKN ya sedih sih kurang sosialisasi
564,martaandika11,IKN itu program glorifikasi suatu negara bukan pemerataan
565,ArthaArtha15,Jokowi harus menemui Megawati jika ingin ikn bisa berlanjut karena suara PKB PKS Nasdem dan PDIP bisa membuat semua program ikn terhenti
566,zarras4u,ga kebayang program membangun 40 kota setara IKN dalam sehari
567,trisanpratama,Wkwkwk mslahnya cra pkir org awam itu bkn di liat dari analisa fundamental dan teknikal bang intinya org kagum sm prabowo udh 3x mencalonkan jd presiden utk d kalimantan org plih prabowo krna program IKN nya aja gk mlihat visi misi yg lain
568,Mrkaikid,Pendukung 01 n 03 sibuk ngulik program paslonnya sndr Biar g kena tipu Mana sempet ngulik yg org Masa visi misi Paslon yg didukung mesti dijelasin SM pendukung lain sh Kita liat permukaanny aja Pengen IKN n maksi gratis aj udh g msk akal dananya drmn Kn udh digembor2 tuh
569,Miracleboy2384,Kwkwkkwkw pasti pendukung Bowo GK tahu kalo itu program bertahap dah ketahuan banget gw dari awal juga udah tau GK bakal mungkin itu makan siang gratis ada IKN 460 T makan siang gratis 460 T belum anggaran yg lain yg ada devisit itu APBN kwkwkw BBM dan LPG 3 kg jadi korban
570,ndshm10969,Ada temenku dr gigi org kalimantan dukung 02 supaya IKN berlanjutgt kota dia majugt tanah dia dan bapaknya naik nilainya karirnya bisa naik dll Oh ya bapaknya kader gerindra Alasannya simply krn keberlanjutan program jokowi ada yg bakal nguntungin ybs Bodoamat ama org lain
571,Si_Godzilla,Silent majority silent majority tolol noh gegara program junjungan lu APBN bakal boncos udh dgn program IKN tambah program makan dan susu gratis Akhirnya dampaknya subsidi BBM kemungkinan akan dihapus Kenaikan harga BBM berpengaruh ke harga bahan pokok
572,novericco,Belum aja selain IKN besok program utama juga perluasan dan pembangunan rutan 40 setara nusakambangan
573,sal__moon,lah program anies udah dijalanin sesuai visi misi kok dp 0 dinaikin batas gaji karena ya emang kurang minat makanya cakupannya dinaikin buat banjir persentase turun drastis dengan korban jiwa alhamdulillah lebih sedikit toh peresapan airnya dipake sama IKN juga kan
574,rraaaoul,Nah brrti programnya kurang realistis buat disebut sbg program unggulan kan at the same time gue ambil contoh program pengembangan 40 kota yg digagas 01 sumber dananya drmn relokasi anggaran pembangunan IKN yg blm jalan dmn total 320T itu bs ngebangun 40 kota selevel jkt
575,iniTialzlDl,alasan byk milih 02 artis nya semua d sna dmn kita tau pemuja artis d indo ini mendewakan sekalibanos yg gk ada hbs nyaprogram IKN yg jadi iming2 ke rakyat emg trick joko IKN hrus d acc sblm pemilu buat daganganjanji grts sna sni emg silent stupidity emg lbh percya artis
576,EkcoGrg,gak ngurus yang penting udah menang dan program pak jokowi tetap berlanjutikn lanjuthilirisasi tetap lanjut ga ngurus bacotan orang tololl kayak km indonesia akan semakin maju
577,raammsky,2 Oke kl emang tercapai 2029 tapi ada roadmap implementasi detailnya ga Penganggarannya sampe skrg masih abuabu ujung2nya pake cara koersif dengan pangkas subsidi sektor penting kaya BBM dan likely pendidikan sdgkn program nonurgent kaya IKN sampe 400 T per tahun aman2 aja
578,BerasMerah15438,Lah ikn doang dari mana tolol jelas dr aceh smpe papua kebangun bangun eoi liat hasil survei papua 02 menang telak kan melanjutkan program jokowi yang ngebangun papua
579,albrtbstn,menimbang program yang anggaran 400t emang harus banyak memangkas nanti anggaran IKN juga dipangkas kok jadi mari kita tunggu budgeting nya di 2025
580,LFHLEON,karena visi misinya terlampau luar biasasemua paslon ada tapi menurutku 01 dan 02 yang rada outrageous mulai dari BBM gratis kesampingkan IKNpembangunan 40 kota setara Jakarta Ini semua contoh program yg harus dikaji ulang
581,nanang0891,100 itu untuk target 2029 ikn aja setahun belom jadi emang mau pake bantuan jin sehari jadi tuh program Tidak mendebat pendukung wan angin menyelamatkan akal pikiran kita
582,shenwangfei,Paling gampang kayaknya buka lahan baru di sekitaran ikn atau kalimantan tapi itu bakal kontra sama program pelestarian hutan dan satwa liar sih
583,belalnali59,Program jOkowi terutama IKN hanya akan buang buang anggaran
584,jeonghanifii,Njir temen gue milih 02 cuma perkara suka sama bodyguardnya si 02 Kek anjiiir Mending lah kalau jawab apa gitu ntah dia suka sama program ikn dsb lah ini perkara suka sama bodyguardnya Gak bisa berkatakata aku
585,IBNUANNAFI1,Bingungnya lagi ya menaikan rasio pajak 23 Secara kebutuhan karena ada IKN makan siang gratis dana desa 5m food estate dan program lainnya Menurut artikel ini semakin banyak tax ratio makan semakin banya sektor yg dikenai pajak Masalahnya masyarakat apakah mampu
586,Athrn30,gua blg dulu ya gua kmrn coblos 3 3 nya jd gua ga dukung siapapun cuma gua suka ama program ikn gini ikn itu bkl jd pasak yg ditanam di kalimatan layaknya pasak begitu itu berkembang akan menjalar akar ke sekitar itu yg diinginkan dgn program ikn ini ada dulu pusatnya
587,awlziey,dan program prabowo yg lain kayak pembangunan ikn dana desa 5m 10000 beasiswa ke ln dll juga butuh anggaran yg lebih besar dari makan siang ini makin chaos dong
588,Siomayaddict1,Lah yang bilang program 02 sekedar makan siang gratis siapa Kami juga maunya KEMAJUAN KEBERLANJUTAN bukan perubahan perubahan belum tentu bikin maju tapi kalo kemajuan udah pasti membawa perubahan Menurut anda tujuan pembangunan IKN buat apa Kalo bukan buat PEMERATAAN
589,ramenkitami,Kalau bener jadi 2029 berarti program itu dilaksanakan buat modal pilpres lagi dong wkwk moy gemoy semua aja program lu dijalankan di akhir jabatan 4 tahun pertama ongkang ongkang kaki jalanin bisnis di IKN bareng adek nya
590,rizkyprtam16,Apakah program ini akan membebani APBN mengingat APBN kita kembang kempis IKN juga masih pakai APBN dan hutang kita lumayan dan jangan lupa situasi geopolitik apakah masih memungkinkan program ini dijalankan
591,satria_RYudh,Sekolah tinggi sampe jadi dokter tapi ga paham kebijakan Sini gua ajarin Yg namanya kebijakan itu butuh anggaran Eksekutif tidak bisa mengeluarkan anggaran tanpa disahkan di DPR Jadi segala program itu bisa terlaksana ketika DPR menyetujui Contoh IKN ga akan lanjut tanpa DPR
592,onetchannel,Dan bayangin dana buat makan siang gratis ini sampe 400T per tahun Sm kyk dana buat IKN Dari mana dananya Km tau ga klo program mereka jg naikin pajak Dan skrg malah udh muncul berita bakal pangkas subsidi BBM Siapa yg kena dampak Ya si miskin juga Bsk2 harga sembako naik
593,metha_diwangga,Pdhl harapannya semua dpt Kl skala prioritas knp gak ngomong dr awal Berarti kemungkinan ada yg gak dpt Makanya dr awal sdh di bilang kl program dungu ini tdk masuk akal Skrg benar kan kl tdk semua nya dpt Duit nya dr mana IKN saja hutang kok Hahaha
594,ghzimt,rubah ya apa yg ga baik di rubah masa ga baik di terusin masa uu kpk dilemahkan ttp mau dilanjutin kebuktikan akhirnya ketua kpknya malah kena masalah lagian program jokowi apa yg baik dan gamau diterusin 01 bansos blt ikn hilirasasi
595,arkarka89,Ya makanya blg makasih sama pak jkw yg udh mulai program normalisasi kali dan kanal banjir makanya berkurang Mkanya jgn buang smpah smbarangan biar g capek org ngeruk sampah dr kali dan bkin pompa berat Smur resapan g ada gunanya di jkt Berguna di ikn di lahan sepi lainnya
596,zeynitsu,Proyek pembangunam yang tidak menghasilkan duit ini jelas dibikin sulit realisasinya Kek kampung bayam tuh Tinggal ngasih kunci aja sulit Elite politik mana yang mau bikin program murni buat rakyat Maunya kan yang ada keuntungan gedenya Kek IKN contohnya
597,ChevJlx,Program lain pun bertahap kah Bisa mulai dari menaikkan gaji pejabat untuk berantas korupsi lanjutkan IKN buat nampung pejabat mulai makan gratis dari IKN
598,Zakky_CFC,Diskusi itu sebelum program dikerjakan justru Jangan kayak ikn terbalik
599,arkarka89,Orang idenya emg ga cocok di terapkan di jkt Jkt itu padat pembangunan bukan lahan seperti ikn yg notabene tidak padat penduduk Ya ampun msh aja dibawa2 program gagal d jkt
600,rifqifauzi,Justru disini letak gak masuk akalnya program makan kan bukan bangun ikn yg butuh tahapan lama ini masalah uangnya ada engga klo makan gratis bagi yg tidak mampu masih masuk akal
601,nurlisaulfa,Okeeh kalo alasannya begini tapi gua tanya lagi nih Pendukung 02 udah pada baca Cetak Biru IKN yg 102 halaman itu blm Kan dilanjut nih IKN dari program nya Jkw Siap pada kawal IKN sampe jadi kek yg tertulis di programnya gakkk
602,salm15846,di video itu juga dijelaskan jika memang program itu baik akan diteruskan kalau tidak ya dikaji ulang seperti IKN dijelaskan juga memang sudah ada program keberlanjutan dr zaman SBY
603,pixie_du5ty,Emang gue ada bilang sama lu kalau gue setuju sama pembangunan 30 kota setara Jakarta Dih jangan sok tau dong Lihat tuh proker 02 makan gratis aja dananya udah setara IKN yg ditumbalin subsidi BBM dan Gas lu mau nanggulangin inflasi Apa kabar program pembangunan 500 FK
604,MasTrie123,program makan gratis seindonesia itu bagi aku sulit direalisasikan kecuali harus memotong subsidi atau anggaran lain misal BBM atau pendidikan ditambah setiap tahun kita mesti ngangsur hutang dan bunganya selain itu IKN yg juga menyedot apbn yg besar
605,pixie_du5ty,Waduh pendukung 02 sejak kapan ya mikirin hutang negara Emang kalian selama ini mikir kalau pembangunan infrastruktur dari mana kalau bukan ngutang Pembangunan IKN food estate bansos program makan siang dan susu gratis itu menguras APBN dan meningkatkan utang negara woy
606,triono_eko,Otak pas2an ga ush bnyk bacot nawarin makan gratis susu gratis bijilo gratis berikut semua biaya yg menyangkut hajat hidup org bnyk subsidi BBM next TDL terus PBB uang sekolah pd dinaekin demi elu2 bangke2 pd maksa bngun ikn dan program otak pas2an kalian semua
607,rhienddanzo,Saya sudah baca semua dan menurut saya susah untuk menagih janjinya karna ada beberapa definisi program yg menurut saya kurang clear Contoh 1 Makan siangsusu gratis 2 Hilirisasi tapi tetap memfokuskan pembangunan di sentral IKN 3 Keadilan amp kepastian hukum
608,ejaaipongg,Program sampah berkali kali gua debat di kntor masalah program gajelas begini justru yg hrus disasar itu kesejahteraan lewat pendidikan dan pendapatan keluarga nya biar kecupan gizi si anak terpenuhi bukan buang APBN 1 thn makan siang gratis biaya pembangunan IKN Cacad
609,ardneHKristanto,Buset yg di highlight ni malah makan gratis nya miris padahal rata orang menengah ke atas yg mampu beli makanan bukan orang miskin yg gak punya uang lagian itu kan program buat orang miskin Gak waras yg di highlight itu harus rencana pembangunan jangka panjang nya bos IKN
610,onetalentedhoe,Inilo yg mereka harus tau Sbnrnya benefitnya elite atas dukung prabowo ya potensi bisnis di IKN main tambang pasti cuan emg walaupun yg kaya tetep itu itu aja Trus masa keblinger makan gratis daripada program calon yg lain Ga ketulung sumpah
611,1teaet1,kalau orang2 disekitarku dukung dia bcs 1 lanjutin ikn program jokowi 2 gibran bagus di solo 3 gasuka pdip terus mereka suka baca baik2nya aja
612,Xxxambyarman,wkwkwk kita mah cukup narasi susu dan makan gratis artinya kita tau paslon Subianto dan Gibran emang concern ke masalah STUNTING yg dr dulu dianggap hal sepele fokus utama kita mah keberlanjutan dari program Jokowi entah itu IKN atau pengolahan sumber daya alam secara mandiri
613,14ggwp1980,Sebagai pendukung prabowo saya ga setuju program ini apalagi kalo harus keluar 450T Terlalu besar Kami dukung bapak krn akan lanjutkan IKN dan hilirisasi juga pemerataan pembangunan Tolong diprioritaskan ya pak program2 pak Jokowi
614,cicimociciii,Karena program unggulannya ngelanjutin IKN makan siang gratis nanem singkong jadi jagung subsidi BBM dikurangi naikin gaji pejabat sama naikin pajak
615,bpomtabalong,Dalam upaya memperkuat industri UMKM serta menjamin keamanan konsumen melalui pemenuhan standar produk obat dan makanan Program SAPA NUSANTARA oleh Loka POM Kab Tabalong berfokus utama pada Wilayah Penyangga IKN Ibukota Nusantara
616,jellybeeear,Lagi rame bahas katanya kena prank program makan gratis Ngab ngab lu pikir deh ini negara segede apa dan sebanyak apa manusianya gak mgkn toh kelar pemilu lgsg slese 100 dpet Org cerdas2 terus begimana program 40 kota setara ikn yakin tuh slese kelar pemilu
617,hubsmadchenpal,IKN batal Duitnya buat makan gratis Wkwkwkkkk Program aneh tapi menang
618,bungdree,Gw mau liat kekacauan yg terjadi dari program abal2inizzz sama kacaunya dengan IKN
619,Noprendiwira,Iya uang pajak juga boleh boleh aja dialokasiin ke program yg lain lpdp dihilamgkan atau sebgian dananya diksih ke program lain ya ga masalah program intansi aja dipotongdipangkas buat ikn kok
620,Rifkyy2334021,Baru 1 program aja prosesnya harus nunggu 4tahun buat terealisasi 100 bagaimana dengan program lainya seperti bangun 30jt rumah dana desa 5m 10ribu mahasiswa terbaik di kasih beasiswa ke luar negri ikn yg gabakal menyusahkan apbn membuat 13 kota baru di JAWA
621,hispuppies,Program mana yang pak anies gak mau lanjutin IKN ikn bukannya gak mau dilanjutin tapi dikaji ulang yakali udah jalan tapi gak dilanjutin
622,nadhisuu,terus buat apa jadi program unggulan kalo dalam prosesnya nanti malah ga optimal begini buang anggaran segede IKN yg sangat rawan potensi korupsinya
623,ryzeonni,Cak Imin berkata gitu juga uda ada riset dulu bang jdi gabisa lu bilang dia juga sal nyebut doang malah sbnernya ak kurang setuju sama program 02 ini belum uda mau pangkas dana subsidi bbm uda masuk berita dimanamana juga dan untuk penurusan IKN itu jg gk kecil dananya
624,theonewithoutna,Prettt gue sih mending batalin aja itu program Duit bangun IKN aja 400 triliun lebih sedangkan program makan siang 450T pertahun katanya Anggaran dari mana Ya jelas dari potong subsidi yang udah ada Hasilnya apa Harga barang mahal dan pajak makin naik Paham ga lol
625,snorlaxcol,Oh sebenernya ini mah gimmick aja potong subsidi BBM buat program makn siang Lu mau naikin industri mobil listrik kan Elahhh 5 tahun kedepan banyak syukuran nih proyekan banyak IKN Mobil Listrik Rokok Elektrik apalagi
626,Rapdo5,Loh bukannya di awal itu 02 amp 03 berwacana melanjutkan program Jokowi karena merasa program Jokowi spt IKN dll itu baik utk bangsa Ini malah jadi mind setnya perubahan ya kayak Anies wkwkwkwkwkw SAKIT HAAATI
627,kimjisoophile,ikn disuruh sehari langsung jadi food estate jg disuruh langsung subur tanahnya langsung dapet hasilnya program makan gratis jg malah dikira sehari langsung rata dapetnya klen bs baca ga sih 2029 tuh target 100 nya lo tau sendiri berapa jumlah anak di Indonesia
628,Jenayass,Ngajuin apa nih Yang lengkap Suara di DPR mayoritas pengusungnya jokowi mustahil bgt ditentang IKN aja dulu gak ada dalam program vismis aja bisa jalan
629,irteffenii,Yaps betul Jadi sebetulnya ini bukan program 1 tahunan tapi 5 tahuan Sama halnya kayak IKN program jangka panjang Jadi jangan berharap yang udah dapat ditahun ini akan dapat ditahun selanjutnya
630,alhilalhilmi,mau gimana lagi program ini basically impractical tpi malah dijadikan bahan jualan yg utama selama debat selain IKN so i guess lets see how the story goes
631,Akbaradii,betul gak bohong dan kalau menang 02 ini beneran bakalan kasih makan siang gratis dana yang dibutuhkan setara 400an T dan itu hampir 2530 APBN negara belum lagi ditambah APBN juga harus menanggung IKN jadi memang berat kalau harus dijalankan program ini
632,erlichan85,Cuma akal2 an ajautk IKN aja gak ada dana ya pasti anggaran lain dialihkan utk program tsb nah tuh kalo berbtk proyek siap2 lah Mark up dan korupsi anggaran besar2an konco2 siap buat PT nyatar sampai keank2 NuGet sayur asamsusu kental manisnotabene bukan susu beneran
633,MargarethAyu91,Gak merasa kena prank sih Orang gw malah pengen hilirisasi IKN dan pembangunan infrastruktur berlanjut Kalen aja yg masih kepahitan dengan program makan siang gratis Padahal sama TPN nya udah dijelasin kasihnya bertahap ke yg PALING BUTUH DULUAN
634,lilimon008,Meniru program paslon lain saat kampanye itu gampang Yang sudah itu setelahnya pelaksanaannya gimana Bisa mewujudkan ga apalagi IKN jalan terus Proyek mercusuar Palingan jg ngutang lagi ngutang lagi
635,dhiba13000713,Go green adalah program yg sngt didukung didaerah ikn dan smoga kendraan sgra berganti tp terminal utk charge dijalan jg ada pk jokowi
636,yourdad1666,Udah pak lupakan makan gratis mending fokus di IKN dulu lanjutin program jokowi Gk usah ngadi ngadi
637,yshmne___,Program makan siang susu gratis yg baru bisa tercapai di 2029 aja biayanya 400T trus pemangkasan subsidi udh dimulai dari sekarang Nah kau bayangkanlah sendiri klo nanti IKN jalan bangun 300 FK bangun pabrik ponsel dll Dari mana duitnya
